group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
46,iss_0000102,https://www.judiciary.uk/prevention-of-future-death-reports/urmila-patel-prevention-of-future-deaths-report/,2026-02-26,The duty doctor failed to refer the patient for an urgent CT head scan following the fall.,Failure to refer a patient for an urgent CT head scan after a fall.,Clinical referral failure,0.8878682851791382,11
47,iss_0016434,https://www.judiciary.uk/prevention-of-future-death-reports/jane-powell/,2017-10-30,Individuals can easily obtain large quantities of prescription-only medication via the internet.,Unregulated online access to large quantities of prescription-only medicines.,Medicinal misuse,0.9750840663909912,1
47,iss_0002226,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-brazil-prevention-of-future-deaths-report/,2025-04-23,Unregulated websites offering prescription-only medicines and controlled drugs are easily accessible via online searches.,Unregulated online access to prescription-only medicines and controlled drugs.,Unauthorised pharmaceutical access,0.969213604927063,2
47,iss_0022750,https://www.judiciary.uk/prevention-of-future-death-reports/hazel-polkinghorn/,2014-02-26,The ease with which non-prescribed medication can be acquired from the internet.,Unregulated access to non-prescribed medication via the internet.,Pharmaceutical access control,0.9631816148757935,3
47,iss_0012718,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-macdonald/,2019-12-05,Large quantities of medication are available for purchase online.,Unregulated online availability of large quantities of medication.,Pharmaceutical access,0.9604414701461792,4
47,iss_0020444,https://www.judiciary.uk/prevention-of-future-death-reports/jacques-lakeman/,2015-05-15,The lack of regulation regarding the supply of drugs via the Internet.,Unregulated online drug supply.,Regulatory oversight,0.9467486143112183,5
47,iss_0020661,https://www.judiciary.uk/prevention-of-future-death-reports/jason-houghton/,2015-03-30,There is no regulation of the supply of drugs via the internet.,Unregulated online drug supply.,Regulatory oversight,0.9467486143112183,6
47,iss_0021466,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-duckworth/,2014-10-20,Prescription-only medicines are easily accessible via the internet without medical supervision.,Unsupervised access to prescription-only medicines via the internet.,Unregulated medicine access,0.9425536394119263,7
47,iss_0012848,https://www.judiciary.uk/prevention-of-future-death-reports/deborah-headspeath/,2019-11-18,Unregulated online suppliers allow patients to access uncoordinated quantities of prescription-only medication.,Unregulated online suppliers enable uncoordinated access to prescription-only medicines.,Medicinal regulation,0.928734302520752,8
47,iss_0005838,https://www.judiciary.uk/prevention-of-future-death-reports/kimberley-liu-prevention-of-future-deaths-report/,2023-12-21,There is a lack of oversight regarding the availability and access to unregulated medication websites.,Insufficient oversight of access to unregulated medication websites.,Regulatory oversight,0.924346923828125,9
47,iss_0016435,https://www.judiciary.uk/prevention-of-future-death-reports/jane-powell/,2017-10-30,There is insufficient evidence of regulatory action to address the online procurement of medication.,Inadequate regulatory oversight of online medication procurement.,Regulatory oversight,0.9218067526817322,10
47,iss_0023607,https://www.judiciary.uk/prevention-of-future-death-reports/dimitar-shtarbov/,2013-08-08,Seasonal workers frequently obtain prescription-only medicines from abroad without clinical oversight.,Unsupervised acquisition of prescription-only medicines from overseas.,Unregulated medication access,0.9116523861885071,11
48,iss_0005869,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-macdermott-prevention-of-future-deaths-report/,2023-12-19,"Online forums encourage, assist, and counsel suicide through the provision of information and methods.",Online forums provide information and assistance for committing suicide.,Self-harm promotion,0.9661701917648315,1
48,iss_0002476,https://www.judiciary.uk/prevention-of-future-death-reports/rhiannon-williams-prevention-of-future-deaths-report/,2025-03-12,Unmoderated online forums provide instructions on methods of suicide.,Online forums provide instructions for methods of suicide.,Self-harm content,0.962096631526947,2
48,iss_0006356,https://www.judiciary.uk/prevention-of-future-death-reports/bronwen-morgan-prevention-of-future-deaths-report/,2023-10-25,Online forums facilitate self-harm and suicide by providing information on methods and substances.,Online forums provide information regarding methods for self-harm and suicide.,Self-harm promotion,0.9582672119140625,3
48,iss_0005791,https://www.judiciary.uk/prevention-of-future-death-reports/adrian-gallagher-prevention-of-future-deaths-report/,2023-12-28,Online platforms provide step-by-step instructions for committing suicide.,Online platforms provide instructions for committing suicide.,Self-harm content,0.9569847583770752,4
48,iss_0011878,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-nihill/,2020-09-18,Online platforms may be actively promoting specific methods of suicide.,Online platforms promoting specific methods of suicide.,Self-harm promotion,0.9415413737297058,5
48,iss_0005308,https://www.judiciary.uk/prevention-of-future-death-reports/isabella-shere-prevention-of-future-deaths-report/,2024-03-05,Online platforms provide information regarding methods of ending life.,Online platforms provide information on methods of self-harm.,Self-harm content,0.9385039210319519,6
48,iss_0005360,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-tucker-prevention-of-future-deaths-report/,2024-02-29,Online forums provide easy access to information regarding methods and sources for suicide.,Online forums facilitate access to information regarding suicide methods and sources.,Self-harm content,0.9346957206726074,7
48,iss_0009887,https://www.judiciary.uk/prevention-of-future-death-reports/berenice-bell-prevention-of-future-deaths-report/,2021-11-22,Online platforms provide information that assists individuals in planning self-harm.,Online platforms provide information that facilitates the planning of self-harm.,Self-harm promotion,0.9040951132774353,8
48,iss_0011615,https://www.judiciary.uk/prevention-of-future-death-reports/jason-thompson/,2020-11-20,"Online content may actively promote specific methods of suicide, potentially constituting assistance to suicide.",Online content promoting specific methods of suicide.,Self-harm promotion,0.902962863445282,9
48,iss_0005795,https://www.judiciary.uk/prevention-of-future-death-reports/adrian-gallagher-prevention-of-future-deaths-report/,2023-12-28,Retailers like Amazon host materials that encourage or assist in suicide.,Platforms hosting content that encourages or assists in suicide.,Self-harm content,0.9026343822479248,10
48,iss_0012739,https://www.judiciary.uk/prevention-of-future-death-reports/callie-lewis/,2019-12-03,Online suicide forums provide advice on misleading mental health professionals and perfecting suicide methods.,Online forums provide instructions for self-harm and deceiving mental health professionals.,Self-harm promotion,0.8922788500785828,11
49,iss_0011070,https://www.judiciary.uk/prevention-of-future-death-reports/clara-freeman/,2021-03-26,Care staff failed to communicate changes in the deceased's clinical condition to the ambulance service.,Failure to communicate changes in clinical condition to emergency services.,Communication failure,0.9764314889907837,1
49,iss_0009895,https://www.judiciary.uk/prevention-of-future-death-reports/robert-ellery-prevention-of-future-deaths-report/,2021-11-19,Lack of communication impeded the relaying of clinical information to the ambulance service.,Failure to communicate clinical information to the ambulance service.,Communication failure,0.9546540975570679,2
49,iss_0006836,https://www.judiciary.uk/prevention-of-future-death-reports/linda-oldland-prevention-of-future-deaths-report/,2023-08-14,The care home failed to communicate the GP's clinical plan for suspected sepsis to the ambulance service.,Failure to communicate clinical plans to emergency services.,Communication failure,0.9533588886260986,3
49,iss_0022237,https://www.judiciary.uk/prevention-of-future-death-reports/mark-bartholomew/,2014-05-21,Staff failed to provide essential patient information to the emergency controller.,Failure to communicate essential patient information to the emergency controller.,Communication failure,0.9484233856201172,4
49,iss_0005959,https://www.judiciary.uk/prevention-of-future-death-reports/claire-briggs-prevention-of-future-deaths-report/,2023-12-08,Police officers were unable to effectively convey the seriousness of the patient's condition to the ambulance service.,Failure to communicate patient clinical urgency to emergency services.,Communication failure,0.948002815246582,5
